,id,name,type,summary,difficulty,stars,starVotes,location,url,length,ascent,descent,high,low,longitude,latitude,conditionStatus,conditionDetails,conditionDate,popular_vote
36,7056138,Eagle Peak Out and Back,Hike,Excellent workout with great views of Mt. Diablo.,Difficult,5.0,2,"Alamo, California",https://www.hikingproject.com/trail/7056138/eagle-peak-out-and-back,4.2,1435,-1434,1791,356,-122.0259,37.834,All Clear,Mostly Dry,2020-01-20 16:02:23,10.0
37,7020222,Thunder Mountain,Hike,A remarkably beautiful summit with surprisingly low relative effort - a true standout in the area.,Intermediate,5.0,6,"South Lake Tahoe, California",https://www.hikingproject.com/trail/7020222/thunder-mountain,7.9,1858,-1858,9388,7929,-120.1075,38.7056,Unknown,,1970-01-01 00:00:00,30.0
38,7084341,10k Loop at Briones,Hike,"Great loop with moderate elevation, spectacular views, and beautiful nature.",Intermediate/Difficult,4.0,3,"Orinda, California",https://www.hikingproject.com/trail/7084341/10k-loop-at-briones,6.9,773,-773,1431,718,-122.1565,37.9268,Minor Issues,Muddy,2019-12-21 14:11:33,12.0
39,7090570,Cache Creek Ford,Hike,"A long trek along ridgelines, and rolling hills within the Cache Creek Natural Area, with two creek crossings.",Difficult,5.0,1,"Clearlake, California",https://www.hikingproject.com/trail/7090570/cache-creek-ford,13.1,1543,-2288,2208,903,-122.4158,39.0086,Unknown,,1970-01-01 00:00:00,5.0
40,7033835,Feather Falls Loop,Hike,Enjoy the beautiful Plumas National Forest on your way to a phenomenal waterfall.,Intermediate,4.1,8,"Berry Creek, California",https://www.hikingproject.com/trail/7033835/feather-falls-loop,8.0,1870,-1868,2483,1518,-121.2666,39.6144,Unknown,,1970-01-01 00:00:00,32.8
41,7019355,Dangberg Loop,Hike,A mostly gradual route that traverse up the roads and trails at Kirkwood before descending back to the base.,Intermediate,5.0,1,"South Lake Tahoe, California",https://www.hikingproject.com/trail/7019355/dangberg-loop,4.4,650,-646,8287,7784,-120.0666,38.684,Unknown,,1970-01-01 00:00:00,5.0
42,7084098,Osborne Ridge Loop,Hike,Panoramic ridge views and lush green forests.,Intermediate/Difficult,4.0,1,"South Lake Tahoe, California",https://www.hikingproject.com/trail/7084098/osborne-ridge-loop,3.9,688,-687,7783,7178,-120.0175,38.4817,Unknown,,1970-01-01 00:00:00,4.0
43,7015165,Las Trampas North Loop,Hike,Plenty of climbing means you get great views from the peak and all along the Ridge Trail.,Intermediate/Difficult,4.0,8,"Danville, California",https://www.hikingproject.com/trail/7015165/las-trampas-north-loop,9.6,2273,-2300,1796,646,-122.0498,37.8168,Unknown,,1970-01-01 00:00:00,32.0
44,7010463,Elderberry - Rocky View - Cuestas Loop,Hike,Great loop with views of the bay and Mt. Diablo,Intermediate/Difficult,4.4,7,"Danville, California",https://www.hikingproject.com/trail/7010463/elderberry-rocky-view-cuestas-loop,8.1,1397,-1396,1954,993,-122.0439,37.8121,Unknown,,1970-01-01 00:00:00,30.800000000000004
45,7088710,Rim Trail,Hike,A pleasant hike through the Lamorinda hills with great views.,Intermediate,4.0,1,"Lafayette, California",https://www.hikingproject.com/trail/7088710/rim-trail,5.2,903,-901,1023,469,-122.1385,37.8843,All Clear,Dry: Footing on downhill sections can be a bit tricky at times.,2019-11-24 17:21:09,4.0
46,7085300,Rockbound Trail to Leland Lakes,Hike,Backpack through beautiful pine forests over rocky passes and camp by rushing rivers and quiet lakes.,Difficult,5.0,1,"South Lake Tahoe, California",https://www.hikingproject.com/trail/7085300/rockbound-trail-to-leland-lakes,10.4,2719,-1528,8540,6967,-120.2391,38.8482,Unknown,,1970-01-01 00:00:00,5.0
47,7091000,Briones Reservoir Loop Trail,Hike,A great long hike around Briones Reservoir.,Intermediate,5.0,1,"Orinda, California",https://www.hikingproject.com/trail/7091000/briones-reservoir-loop-trail,13.4,1081,-1087,993,586,-122.2024,37.9132,Unknown,,1970-01-01 00:00:00,5.0
48,7037745,Wrights Lake to Grouse Lake,Hike,A nice climb through forests and granite slabs to the secluded Grouse Lake.,Intermediate/Difficult,3.8,4,"South Lake Tahoe, California",https://www.hikingproject.com/trail/7037745/wrights-lake-to-grouse-lake,4.5,1212,-1212,8152,6956,-120.2256,38.8496,Unknown,,1970-01-01 00:00:00,15.2
49,7018678,Armstrong Redwoods Tour,Hike,"A beautiful, easy hike through a ""young"" old-growth redwood forest.",Easy,4.2,6,"Guerneville, California",https://www.hikingproject.com/trail/7018678/armstrong-redwoods-tour,2.1,200,-199,359,252,-123.003,38.5324,Unknown,,1970-01-01 00:00:00,25.200000000000003
50,7024572,Round Top Loop,Hike,A moderate scramble up a Sierra Nevada peak.,Difficult,4.9,7,"South Lake Tahoe, California",https://www.hikingproject.com/trail/7024572/round-top-loop,6.9,2162,-2162,10338,8201,-120.0094,38.6916,Unknown,,1970-01-01 00:00:00,34.300000000000004
51,7024997,Pyramid Peak - Rocky Canyon Trail,Hike,An epic trail leading to the summit of iconic Pyramid Peak.,Difficult,4.8,21,"South Lake Tahoe, California",https://www.hikingproject.com/trail/7024997/pyramid-peak-rocky-canyon-trail,6.5,3915,-3913,9879,5964,-120.1359,38.8086,Unknown,,1970-01-01 00:00:00,100.8
52,7049441,Winnemucca Lake and Elephant's Back,Hike,"In winter, bring snowshoes or cross country skis to climb to stunning views at the top of the Sierras.",Intermediate,3.7,3,"South Lake Tahoe, California",https://www.hikingproject.com/trail/7049441/winnemucca-lake-and-elephants-back,6.8,1112,-1111,9570,8554,-119.9911,38.6968,Unknown,,1970-01-01 00:00:00,11.100000000000001
53,7022302,Tilden Park Loop,Hike,A hike with steep climbs to ridgetop views through shaded canyons on narrow doubletrack.,Intermediate,4.1,12,"Kensington, California",https://www.hikingproject.com/trail/7022302/tilden-park-loop,4.4,864,-864,1614,979,-122.2449,37.9048,Unknown,,1970-01-01 00:00:00,49.199999999999996
54,7020215,Ralston Peak,Hike,It's hard to beat the ratio of distance to views on this trail even though the climb is quite tough.,Intermediate/Difficult,4.6,16,"South Lake Tahoe, California",https://www.hikingproject.com/trail/7020215/ralston-peak,5.8,2617,-2616,9149,6532,-120.1156,38.8047,Unknown,,1970-01-01 00:00:00,73.6
55,7020217,Horsetail Falls,Hike,A lovely but challenging route to a stunning waterfall that is most impressive in the spring.,Intermediate/Difficult,4.5,22,"South Lake Tahoe, California",https://www.hikingproject.com/trail/7020217/horsetail-falls,3.3,682,-682,6785,6116,-120.1237,38.8115,Unknown,,1970-01-01 00:00:00,99.0
56,7052665,Wildcat Canyon Loop,Hike,Uses trails less traveled in Wildcat Canyon.,Intermediate,5.0,1,"East Richmond Heights, California",https://www.hikingproject.com/trail/7052665/wildcat-canyon-loop,9.4,889,-892,1141,327,-122.3144,37.9525,Unknown,,1970-01-01 00:00:00,5.0
57,7030162,Peace Circle: Wildcat Peak from Little Farm,Hike,Several Tilden Nature Area trails can be stitched together into one ideal loop with great views and local history!,Intermediate,4.8,12,"Kensington, California",https://www.hikingproject.com/trail/7030162/peace-circle-wildcat-peak-from-little-farm,4.0,666,-664,1181,544,-122.2646,37.9088,Unknown,,1970-01-01 00:00:00,57.599999999999994
58,7051489,Educational Loop,Hike,A great hike to explore volcanoes in Oakland.,Intermediate,5.0,3,"Orinda, California",https://www.hikingproject.com/trail/7051489/educational-loop,4.3,622,-621,1596,1159,-122.1986,37.8478,Unknown,,1970-01-01 00:00:00,15.0
59,7085746,Ebbetts Pass to Carson Pass,Hike,Awesome hike along the PCT that winds through lesser-traveled wilderness.,Difficult,5.0,1,"South Lake Tahoe, California",https://www.hikingproject.com/trail/7085746/ebbetts-pass-to-carson-pass,29.0,4310,-4446,9121,7769,-119.8116,38.5446,Unknown,,1970-01-01 00:00:00,5.0
60,7025237,EBRPD Trails Challenge 2017: Anthony Chabot,Hike,The 'challenging' route in Anthony Chabot Regional Park in the Regional Parks 2017 Trails Challenge program.,Intermediate,4.4,8,"Ashland, California",https://www.hikingproject.com/trail/7025237/ebrpd-trails-challenge-2017-anthony-chabot,8.5,1085,-1093,1007,300,-122.1051,37.7588,Unknown,,1970-01-01 00:00:00,35.2
61,7084337,Berkeley Hills,Hike,One of several ways to hike the beautiful trails on the Berkeley hills. Great combination of uphill and flat trails.,Difficult,5.0,1,"Berkeley, California",https://www.hikingproject.com/trail/7084337/berkeley-hills,3.5,995,-161,1355,467,-122.244,37.8626,Unknown,,1970-01-01 00:00:00,5.0
62,7053199,Maguire Peaks Loop,Hike,"Maguire Peak Trail is a moderately trafficked trail in Sunol, CA.",Easy/Intermediate,3.8,4,"Fremont, California",https://www.hikingproject.com/trail/7053199/maguire-peaks-loop,6.4,1449,-1451,1655,824,-121.8305,37.532,Unknown,,1970-01-01 00:00:00,15.2
63,7005880,Redwood Regional Loop,Hike,"A mostly shady hike through Serpentine Prairie, oak forest, and the East Bay's largest redwood forest.",Intermediate,4.5,31,"Piedmont, California",https://www.hikingproject.com/trail/7005880/redwood-regional-loop,7.3,1089,-1088,1526,931,-122.1769,37.8036,Unknown,,1970-01-01 00:00:00,139.5
64,7050812,Temescal Loop,Hike,This is an easy lakeside hike.,Easy/Intermediate,4.5,2,"Piedmont, California",https://www.hikingproject.com/trail/7050812/temescal-loop,2.0,109,-110,515,431,-122.2327,37.8475,Unknown,,1970-01-01 00:00:00,9.0
65,7051787,Leona Canyon,Hike,Explore a wooded canyon with old oak trees.,Easy/Intermediate,4.0,2,"San Leandro, California",https://www.hikingproject.com/trail/7051787/leona-canyon,5.9,1257,-1262,1074,420,-122.1637,37.7876,Unknown,,1970-01-01 00:00:00,8.0
66,7026828,Mt. Burdell Preserve Loop,Hike,"A longer, moderately strenuous loop of Mt. Burdell, leaving from San Andreas Drive.",Intermediate,4.6,5,"Novato, California",https://www.hikingproject.com/trail/7026828/mt-burdell-preserve-loop,5.0,1139,-1140,1445,315,-122.6042,38.13,Unknown,,1970-01-01 00:00:00,23.0
67,7085303,China Flat to Leland Lakes,Hike,"Hike along the Rubicon River, beautiful mountain lakes, and large granite hills.",Intermediate/Difficult,4.0,1,"South Lake Tahoe, California",https://www.hikingproject.com/trail/7085303/china-flat-to-leland-lakes,8.3,1424,-785,8098,7110,-120.1778,38.9106,Unknown,,1970-01-01 00:00:00,4.0
68,7051316,Richmond Marina Bay Trail,Hike,Hike along the San Francisco Bay Trail (Richmond Segment) with stunning views of San Francisco.,Easy,5.0,2,"El Cerrito, California",https://www.hikingproject.com/trail/7051316/richmond-marina-bay-trail,8.1,23,-23,15,9,-122.3167,37.9001,Unknown,,1970-01-01 00:00:00,10.0
69,7051070,Don Castro - Five Canyon Loop,Hike,Explore two East Bay Regional Parks in 6.5 miles.,Intermediate,2.5,2,"Fairview, California",https://www.hikingproject.com/trail/7051070/don-castro-five-canyon-loop,5.6,910,-910,913,236,-122.0512,37.6886,Unknown,,1970-01-01 00:00:00,5.0
70,7015159,Lake Chabot Inner Loop,Hike,"A trail looping around the lake, with stunning views of the lake and wildlife.",Intermediate,4.2,11,"Ashland, California",https://www.hikingproject.com/trail/7015159/lake-chabot-inner-loop,8.9,737,-733,524,230,-122.1046,37.7172,Unknown,,1970-01-01 00:00:00,46.2
71,7086426,Big Meadow Trailhead to Dardanelles Lake,Hike,"A pretty, forested climb to beautiful Dardanelles Lake.",Intermediate,4.0,1,"South Lake Tahoe, California",https://www.hikingproject.com/trail/7086426/big-meadow-trailhead-to-dardanelles-lake,7.7,1309,-1309,8080,7251,-120.0007,38.7889,Unknown,,1970-01-01 00:00:00,4.0
72,7020214,Echo Lakes to Lake Aloha,Hike,"Lakes, peaks, and lots of people can all be found on this section of the Pacific Crest Trail.",Intermediate,4.6,29,"South Lake Tahoe, California",https://www.hikingproject.com/trail/7020214/echo-lakes-to-lake-aloha,12.8,1434,-1436,8340,7424,-120.0422,38.834,Unknown,,1970-01-01 00:00:00,133.39999999999998
73,7023044,China Camp State Park Loop,Hike,Enjoy singletrack bliss and beautiful Bay views on a well-maintained trail system appropriate for all levels of hikers.,Intermediate,4.1,8,"Santa Venetia, California",https://www.hikingproject.com/trail/7023044/china-camp-state-park-loop,8.5,761,-761,610,20,-122.4947,38.0065,Unknown,,1970-01-01 00:00:00,32.8
74,7052653,Hills in Richmond,Hike,Best hike in the East Bay for non-stop sweeping views of the San Francisco Bay!,Intermediate/Difficult,4.5,2,"Richmond, California",https://www.hikingproject.com/trail/7052653/hills-in-richmond,5.1,1054,-1057,363,29,-122.3831,37.917,Unknown,,1970-01-01 00:00:00,9.0
75,7052575,Miller/Knox Regional Shoreline Kid Friendly Loop,Hike,"On this hike, you'll enjoy some of the best views of San Francisco, Marin, and the Richmond Bridge!",Easy,5.0,1,"Richmond, California",https://www.hikingproject.com/trail/7052575/millerknox-regional-shoreline-kid-friendly-loop,3.0,68,-68,39,10,-122.3843,37.9165,Unknown,,1970-01-01 00:00:00,5.0
76,7020212,Glen Alpine to Lake Aloha Out and Back,Hike,This popular route visits many highlights of the Desolation Wilderness.,Intermediate,4.7,3,"South Lake Tahoe, California",https://www.hikingproject.com/trail/7020212/glen-alpine-to-lake-aloha-out-and-back,11.9,1845,-1845,8123,6548,-120.0808,38.8772,Unknown,,1970-01-01 00:00:00,14.100000000000001
77,7050810,Lake Merritt Loop,Hike,Enjoy an urban park in the middle of beautiful Oakland.,Easy,3.6,10,"Oakland, California",https://www.hikingproject.com/trail/7050810/lake-merritt-loop,3.4,45,-45,23,5,-122.2583,37.8053,Unknown,,1970-01-01 00:00:00,36.0
78,7043122,South Fork/Tolman Peak Loop,Hike,This combines dirt road and trail going up the back of the peak and finishing down a steeper grade back to the fork.,Easy/Intermediate,3.0,1,"Union City, California",https://www.hikingproject.com/trail/7043122/south-forktolman-peak-loop,5.2,884,-884,1054,196,-122.0167,37.6092,Unknown,,1970-01-01 00:00:00,3.0
79,7045565,Monument Peak Loop via BART,Hike,Loop around Monument Peak with great views of the Bay Area.,Intermediate/Difficult,3.0,1,"Milpitas, California",https://www.hikingproject.com/trail/7045565/monument-peak-loop-via-bart,6.5,1635,-1656,2524,979,-121.8662,37.4875,Unknown,,1970-01-01 00:00:00,3.0
80,7045564,Monument Peak Summit Out and Back,Hike,This hike takes a combination of trails including the steep Horse Haven Trail to Monument Peak and back.,Difficult,3.5,2,"Milpitas, California",https://www.hikingproject.com/trail/7045564/monument-peak-summit-out-and-back,9.8,2491,-2492,2590,384,-121.9083,37.5043,Minor Issues,,2020-01-20 16:59:12,7.0
81,7015182,Ohlone Wilderness Trail / Hidden Valley Trail,Hike,A steep climb up Mission Peak with great views of the southern half of the bay.,Intermediate/Difficult,4.3,15,"Milpitas, California",https://www.hikingproject.com/trail/7015182/ohlone-wilderness-trail-hidden-valley-trail,6.5,2083,-2082,2465,382,-121.9098,37.5042,Minor Issues,"Mostly Dry, Some Mud",2020-01-25 18:27:59,64.5
82,7045224,Grant View Loop,Hike,A beautiful 5.6 mile long loop with a great view of Lake Grant.,Easy/Intermediate,4.6,7,"Alum Rock, California",https://www.hikingproject.com/trail/7045224/grant-view-loop,5.5,1147,-1147,2632,1577,-121.7161,37.3424,Unknown,,1970-01-01 00:00:00,32.199999999999996
83,7051486,Martin Luther King Jr. Regional Shoreline,Hike,Enjoy this birdwatching adventure along San Leandro Bay with fantastic views of San Francisco and Arrowhead Marsh.,Easy,4.7,3,"San Leandro, California",https://www.hikingproject.com/trail/7051486/martin-luther-king-jr-regional-shoreline,7.1,23,-23,14,8,-122.2074,37.7312,Unknown,,1970-01-01 00:00:00,14.100000000000001
84,7022460,Sierra Vista Preserve Loop,Hike,A great tour of Sierra Vista Open Space Preserve.,Easy/Intermediate,4.1,8,"East Foothills, California",https://www.hikingproject.com/trail/7022460/sierra-vista-preserve-loop,4.6,1052,-1052,2007,1035,-121.8009,37.4088,Minor Issues,Muddy,2019-12-08 14:54:07,32.8
